"Horodateur","Sur dix cours magistraux prévus de 8h à 10h, vous estimez être présent(e) combien de fois?","Même question pour des cours de 10h à 12h","Même question de 14h à 16h","Même question de 16h à 18h","Dans quelle école ou partie de Rennes 1 étudiez-vous?","En quelle année êtes-vous?"
"2019/01/11 4:02:02 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 4:02:24 PM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","ajac L1 s1 -L2 s4"
"2019/01/11 4:03:30 PM UTC+2","8","9","10","8","Informatique (ISTIC)","L1"
"2019/01/11 4:03:30 PM UTC+2","10","10","10","10","Mathématiques","L1"
"2019/01/11 4:04:00 PM UTC+2","10","10","10","10","École Supérieure d'Ingénieurs de Rennes (ESIR);Science et Propriété de la Matière (SPM)","L1"
"2019/01/11 4:05:12 PM UTC+2","10","10","10","10","Mathématiques","M2"
"2019/01/11 4:05:59 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 4:06:49 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 4:07:23 PM UTC+2","2","4","8","10","Informatique (ISTIC)","L1"
"2019/01/11 4:07:25 PM UTC+2","10","10","10","10","Informatique (ISTIC)","L1"
"2019/01/11 4:07:33 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 4:07:51 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:07:52 PM UTC+2","8","8","8","7","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/11 4:08:31 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 4:08:40 PM UTC+2","8","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:09:23 PM UTC+2","9","10","10","9","Science et Propriété de la Matière (SPM)","L3"
"2019/01/11 4:09:51 PM UTC+2","10","10","10","10","Mathématiques","L1"
"2019/01/11 4:09:51 PM UTC+2","9","10","9","10","Informatique (ISTIC)","L2"
"2019/01/11 4:09:57 PM UTC+2","10","10","9","8","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 4:09:57 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:10:02 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L1"
"2019/01/11 4:10:03 PM UTC+2","3","5","9","7","Informatique (ISTIC)","M1"
"2019/01/11 4:10:28 PM UTC+2","1","3","7","7","Philosophie","L1"
"2019/01/11 4:10:28 PM UTC+2","10","10","10","10","Mathématiques","M1"
"2019/01/11 4:10:42 PM UTC+2","7","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/11 4:12:05 PM UTC+2","10","10","10","10","Mathématiques","M2"
"2019/01/11 4:13:27 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 4:13:36 PM UTC+2","10","10","10","10","Informatique (ISTIC)","M2"
"2019/01/11 4:13:39 PM UTC+2","8","9","9","9","École Supérieure d'Ingénieurs de Rennes (ESIR)","L2"
"2019/01/11 4:14:36 PM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 4:14:50 PM UTC+2","10","10","10","10","Informatique (ISTIC)","M2"
"2019/01/11 4:14:53 PM UTC+2","10","10","10","10","Informatique (ISTIC)","M2"
"2019/01/11 4:14:54 PM UTC+2","1","10","10","5","Science et Propriété de la Matière (SPM)","L1"
"2019/01/11 4:15:15 PM UTC+2","5","10","10","8","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 4:16:04 PM UTC+2","3","1","6","1","Philosophie","M2"
"2019/01/11 4:16:10 PM UTC+2","10","10","10","10","Mathématiques","M1"
"2019/01/11 4:16:15 PM UTC+2","7","9","9","9","Informatique (ISTIC)","M1"
"2019/01/11 4:16:19 PM UTC+2","10","10","10","10","Informatique (ISTIC)","L2"
"2019/01/11 4:17:15 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:17:16 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:17:34 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:17:43 PM UTC+2","10","10","10","9","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 4:18:04 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:18:12 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/11 4:19:01 PM UTC+2","10","10","10","10","Mathématiques","M2"
"2019/01/11 4:19:57 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:20:00 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 4:20:51 PM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 4:21:56 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L3"
"2019/01/11 4:22:12 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:22:25 PM UTC+2","4","7","9","10","Mathématiques","L3"
"2019/01/11 4:22:42 PM UTC+2","9","9","9","9","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 4:24:19 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:25:24 PM UTC+2","2","2","2","2","Science et Propriété de la Matière (SPM)","L1"
"2019/01/11 4:25:35 PM UTC+2","6","10","10","8","Informatique (ISTIC)","L1"
"2019/01/11 4:25:38 PM UTC+2","9","10","10","10","Mathématiques","M1"
"2019/01/11 4:25:49 PM UTC+2","6","8","9","10","Informatique (ISTIC)","L3"
"2019/01/11 4:26:49 PM UTC+2","8","9","9","7","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 4:27:10 PM UTC+2","9","9","10","10","École Supérieure d'Ingénieurs de Rennes (ESIR);Informatique (ISTIC)","L1"
"2019/01/11 4:27:36 PM UTC+2","9","9","9","8","Mathématiques","L1"
"2019/01/11 4:28:35 PM UTC+2","10","10","10","10","Mathématiques","M2"
"2019/01/11 4:29:01 PM UTC+2","8","8","8","8","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:29:20 PM UTC+2","8","8","8","8","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 4:29:41 PM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:30:18 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 4:30:21 PM UTC+2","10","10","10","10","Mathématiques","M1"
"2019/01/11 4:30:22 PM UTC+2","10","10","10","10","Mathématiques","M2"
"2019/01/11 4:30:34 PM UTC+2","10","10","10","10","Informatique (ISTIC)","M2"
"2019/01/11 4:30:38 PM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 4:31:18 PM UTC+2","10","10","10","10","Mathématiques","L3"
"2019/01/11 4:31:51 PM UTC+2","6","8","10","10","Mathématiques;ENS département maths","L3"
"2019/01/11 4:32:05 PM UTC+2","4","6","10","10","Informatique (ISTIC)","L2"
"2019/01/11 4:32:45 PM UTC+2","8","9","9","8","Informatique (ISTIC)","L2"
"2019/01/11 4:32:58 PM UTC+2","1","1","1","1","Science et Propriété de la Matière (SPM)","L1"
"2019/01/11 4:34:24 PM UTC+2","3","9","9","7","Informatique (ISTIC)","L3"
"2019/01/11 4:34:54 PM UTC+2","10","10","10","10","Informatique (ISTIC)","M1"
"2019/01/11 4:35:09 PM UTC+2","10","10","10","10","Mathématiques","M2"
"2019/01/11 4:35:13 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:35:21 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:35:22 PM UTC+2","7","8","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 4:35:57 PM UTC+2","9","9","9","9","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/11 4:35:59 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 4:36:01 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 4:36:15 PM UTC+2","6","6","9","9","Informatique (ISTIC)","L1"
"2019/01/11 4:39:33 PM UTC+2","10","10","10","9","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 4:39:43 PM UTC+2","7","9","10","9","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 4:39:45 PM UTC+2","8","9","9","9","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 4:41:40 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:45:22 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L1"
"2019/01/11 4:45:43 PM UTC+2","8","8","8","8","Science de la vie et de l'environnement (SVE);Rennes 1 Santé ","L3"
"2019/01/11 4:45:48 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 4:47:20 PM UTC+2","8","8","8","8","Informatique (ISTIC)","M2"
"2019/01/11 4:47:30 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 4:47:34 PM UTC+2","8","10","10","9","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 4:47:36 PM UTC+2","10","10","10","10","École Supérieure d'Ingénieurs de Rennes (ESIR);Informatique (ISTIC)","L1"
"2019/01/11 4:48:14 PM UTC+2","1","1","1","1","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 4:48:18 PM UTC+2","9","10","10","9","Informatique (ISTIC)","M2"
"2019/01/11 4:48:19 PM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 4:48:33 PM UTC+2","10","10","10","10","Philosophie","L2"
"2019/01/11 4:49:00 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 4:49:02 PM UTC+2","10","10","10","10","Philosophie","L2"
"2019/01/11 4:49:07 PM UTC+2","7","10","9","8","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 4:49:43 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/11 4:50:06 PM UTC+2","10","10","10","9","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 4:51:40 PM UTC+2","6","8","10","7","Informatique (ISTIC)","M1"
"2019/01/11 4:52:13 PM UTC+2","10","10","10","10","OSUR","M2"
"2019/01/11 4:52:17 PM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 4:52:35 PM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:52:35 PM UTC+2","10","10","10","6","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 4:53:28 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/11 4:53:55 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 4:54:32 PM UTC+2","10","10","10","10","Mathématiques","L3"
"2019/01/11 4:56:05 PM UTC+2","8","10","10","5","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 4:57:06 PM UTC+2","6","6","6","6","Science et Propriété de la Matière (SPM)","L1"
"2019/01/11 4:57:41 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/11 4:59:01 PM UTC+2","4","8","10","10","Science et Propriété de la Matière (SPM)","L1"
"2019/01/11 4:59:11 PM UTC+2","10","10","10","10","Informatique (ISTIC)","M1"
"2019/01/11 4:59:19 PM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 5:00:14 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 5:00:14 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/11 5:02:54 PM UTC+2","10","10","10","10","Informatique (ISTIC)","L2"
"2019/01/11 5:03:19 PM UTC+2","8","10","10","9","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 5:03:20 PM UTC+2","10","10","10","8","Informatique (ISTIC)","L1"
"2019/01/11 5:03:32 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/11 5:04:46 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 5:04:49 PM UTC+2","10","10","10","10","Mathématiques;Philosophie","L2"
"2019/01/11 5:05:32 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/11 5:05:56 PM UTC+2","10","10","10","10","OSUR","L3"
"2019/01/11 5:06:57 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L3"
"2019/01/11 5:07:35 PM UTC+2","9","9","9","9","Mathématiques","M2"
"2019/01/11 5:08:01 PM UTC+2","7","9","9","9","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 5:09:22 PM UTC+2","6","9","9","9","Science et Propriété de la Matière (SPM)","L3"
"2019/01/11 5:09:53 PM UTC+2","8","9","10","9","Science et Propriété de la Matière (SPM)","L2"
"2019/01/11 5:10:48 PM UTC+2","6","6","10","10","Informatique (ISTIC)","L1"
"2019/01/11 5:11:24 PM UTC+2","10","10","10","10","Mathématiques","M1"
"2019/01/11 5:11:42 PM UTC+2","9","10","10","9","Mathématiques","L2"
"2019/01/11 5:12:02 PM UTC+2","10","10","10","10","Mathématiques","M1"
"2019/01/11 5:17:22 PM UTC+2","9","10","10","9","Science et Propriété de la Matière (SPM);ESPE de Bretagne (dépend de l'UBO)","M1"
"2019/01/11 5:17:25 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/11 5:17:33 PM UTC+2","6","9","9","8","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 5:17:56 PM UTC+2","8","10","9","8","Science et Propriété de la Matière (SPM)","M1"
"2019/01/11 5:18:25 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE);Osur ","M2"
"2019/01/11 5:18:37 PM UTC+2","8","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 5:18:38 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 5:19:00 PM UTC+2","10","10","10","10","Mathématiques","L2"
"2019/01/11 5:19:00 PM UTC+2","1","5","7","2","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 5:19:38 PM UTC+2","10","10","10","10","Mathématiques","L2"
"2019/01/11 5:20:28 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/11 5:21:19 PM UTC+2","8","9","6","5","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 5:21:38 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 5:21:39 PM UTC+2","10","10","10","10","Informatique (ISTIC)","L3"
"2019/01/11 5:22:56 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/11 5:25:54 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L1"
"2019/01/11 5:26:36 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 5:27:18 PM UTC+2","6","7","8","5","Informatique (ISTIC)","L3"
"2019/01/11 5:27:30 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 5:28:32 PM UTC+2","10","10","10","4","Pc","L2"
"2019/01/11 5:29:58 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 5:30:47 PM UTC+2","10","10","10","10","Mathématiques","L1"
"2019/01/11 5:31:56 PM UTC+2","6","8","8","6","Science et Propriété de la Matière (SPM)","L1"
"2019/01/11 5:32:04 PM UTC+2","9","10","10","9","Science et Propriété de la Matière (SPM)","L3"
"2019/01/11 5:32:40 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 5:32:50 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 5:33:14 PM UTC+2","4","7","7","7","Science et Propriété de la Matière (SPM)","M1"
"2019/01/11 5:33:51 PM UTC+2","8","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 5:33:53 PM UTC+2","10","10","10","10","Informatique (ISTIC)","L2"
"2019/01/11 5:34:26 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 5:34:51 PM UTC+2","9","9","9","9","École Supérieure d'Ingénieurs de Rennes (ESIR);Science et Propriété de la Matière (SPM)","M2"
"2019/01/11 5:35:38 PM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 5:35:56 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L3"
"2019/01/11 5:36:27 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 5:36:49 PM UTC+2","9","10","10","10","Informatique (ISTIC)","M2"
"2019/01/11 5:37:42 PM UTC+2","2","8","9","5","Science et Propriété de la Matière (SPM)","L2"
"2019/01/11 5:38:00 PM UTC+2","9","10","10","10","Informatique (ISTIC)","M2"
"2019/01/11 5:38:25 PM UTC+2","1","1","1","1","Informatique (ISTIC)","M2"
"2019/01/11 5:38:40 PM UTC+2","9","10","10","10","Osur","L3"
"2019/01/11 5:38:41 PM UTC+2","10","10","10","10","Informatique (ISTIC)","M2"
"2019/01/11 5:38:44 PM UTC+2","9","9","10","10","Informatique (ISTIC)","M1"
"2019/01/11 5:38:48 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 5:41:30 PM UTC+2","6","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/11 5:42:03 PM UTC+2","7","9","9","7","Mathématiques","L3"
"2019/01/11 5:43:35 PM UTC+2","4","9","9","8","Science et Propriété de la Matière (SPM)","M1"
"2019/01/11 5:43:53 PM UTC+2","7","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/11 5:44:36 PM UTC+2","10","10","10","10","Master Biologie Moléculaire et Cellulaire","M2"
"2019/01/11 5:44:42 PM UTC+2","7","8","8","7","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 5:45:40 PM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 5:46:06 PM UTC+2","10","10","10","9","Informatique (ISTIC)","M2"
"2019/01/11 5:46:41 PM UTC+2","10","10","10","10","Informatique (ISTIC)","M2"
"2019/01/11 5:46:52 PM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 5:48:02 PM UTC+2","6","8","9","7","Informatique (ISTIC)","M1"
"2019/01/11 5:48:17 PM UTC+2","10","10","10","10","Mathématiques","M2"
"2019/01/11 5:49:30 PM UTC+2","10","10","10","9","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 5:50:45 PM UTC+2","8","10","10","8","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 5:50:50 PM UTC+2","9","10","10","10","Informatique (ISTIC)","L3"
"2019/01/11 5:51:00 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/11 5:51:30 PM UTC+2","7","9","10","10","Mathématiques","L3"
"2019/01/11 5:52:21 PM UTC+2","10","10","10","10","Informatique (ISTIC)","L1"
"2019/01/11 5:52:30 PM UTC+2","2","2","4","4","Mathématiques","L1"
"2019/01/11 5:53:22 PM UTC+2","10","10","10","10","Philosophie","L1"
"2019/01/11 5:54:28 PM UTC+2","10","10","10","10","Mathématiques","L1"
"2019/01/11 5:54:58 PM UTC+2","1","3","8","8","Mathématiques","L3"
"2019/01/11 5:55:24 PM UTC+2","9","10","10","9","Informatique (ISTIC)","M2"
"2019/01/11 5:55:33 PM UTC+2","8","10","10","10","Mathématiques","L1"
"2019/01/11 5:57:01 PM UTC+2","8","10","10","9","Mathématiques","M2"
"2019/01/11 5:58:00 PM UTC+2","10","10","10","10","Mathématiques","L3"
"2019/01/11 5:58:11 PM UTC+2","10","10","10","8","Mathématiques","L2"
"2019/01/11 5:58:29 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 5:58:55 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/11 5:59:10 PM UTC+2","10","10","10","10","Mathématiques","M2"
"2019/01/11 6:00:52 PM UTC+2","9","9","10","10","Mathématiques","L1"
"2019/01/11 6:02:03 PM UTC+2","6","10","9","7","Science et Propriété de la Matière (SPM)","L2"
"2019/01/11 6:02:42 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/11 6:05:19 PM UTC+2","9","10","10","10","Science et Propriété de la Matière (SPM)","L3"
"2019/01/11 6:05:20 PM UTC+2","10","10","10","10","Mathématiques","M1"
"2019/01/11 6:06:54 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 6:06:58 PM UTC+2","8","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 6:07:48 PM UTC+2","10","10","10","10","Mathématiques","M1"
"2019/01/11 6:09:22 PM UTC+2","10","10","10","10","Mathématiques","L3"
"2019/01/11 6:09:52 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 6:09:58 PM UTC+2","1","4","9","9","Philosophie","L3"
"2019/01/11 6:10:32 PM UTC+2","7","9","9","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/11 6:10:47 PM UTC+2","7","9","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/11 6:11:12 PM UTC+2","7","10","10","9","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/11 6:11:55 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L1"
"2019/01/11 6:13:34 PM UTC+2","2","6","7","2","Ens","L3"
"2019/01/11 6:13:37 PM UTC+2","10","10","10","10","Mathématiques","L3"
"2019/01/11 6:13:44 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L1"
"2019/01/11 6:14:23 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/11 6:14:25 PM UTC+2","10","10","10","10","Informatique (ISTIC)","L3"
"2019/01/11 6:15:57 PM UTC+2","8","9","10","10","Science et Propriété de la Matière (SPM)","L2"
